pl_name,pl_orbper,pl_orbsmax,pl_rade,pl_bmasse,pl_bmassprov,pl_orbeccen,pl_eqt,st_rad,st_mass,st_logg,rastr,ra,decstr,dec,sy_dist
BD+15 2375 b,153.22,0.576,,337.21763,Msini,0.001,,8.95,1.08,2.61,11h45m55.69s,176.4820239,+14d36m58.75s,14.6163182,768.045
BD+15 2940 b,137.48,0.539,,352.78,Msini,0.26,,14.7,1.1,2.8,16h00m22.95s,240.09564,+15d32m48.30s,15.5467507,426.42
BD+20 2457 b,379.63,1.45,,6807.63,Msini,0.15,,49,2.8,1.51,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71
BD+20 2457 b,379.63,1.05,,17668.1697,Msini,0.15,,71.02,10.83,1.77,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71
BD+20 2457 c,621.99,2.01,,3963.17,Msini,0.18,,49,2.8,1.51,10h16m44.83s,154.186782,+19d53m28.55s,19.8912626,1539.71
BD+20 274 b,578.2,1.3,,1334.886,Msini,0.21,,17.3,0.8,1.99,01h43m40.88s,25.9203179,+21d00m18.97s,21.0052692,1322.51
BD+20 594 b,41.688644,,2.355,,,,,0.96,0.96,4.38,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461
BD+20 594 b,41.6855,,2.578,22.2481,Mass,0,,1.08,1.67,4.5,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461
BD+20 594 b,41.6855,0.241,2.23,16.3,Mass,0,546,0.93,0.96,4.5,03h34m36.27s,53.6511231,+20d35m56.47s,20.5990205,179.461
BD+45 564 b,307.88,0.83,,432.24663,Msini,0.12,,,0.81,4.22,02h11m47.29s,32.9470485,+45d55m27.19s,45.9242187,53.622
BD+48 738 b,392.6,1,,289.2253,Msini,0.2,,11,0.74,2.24,02h42m50.47s,40.7102869,+49d35m12.98s,49.5869395,871.493
BD+48 740 b,733,1.7,,540.311,Msini,0.76,,10.33,1.09,2.48,02h42m58.21s,40.7425426,+48d55m48.21s,48.9300579,666.589
BD+49 828 b,2590,4.2,,508.5,Msini,0.35,,7.6,1.52,2.85,03h02m33.75s,45.6406187,+49d43m47.81s,49.7299481,442.042
BD+55 362 b,265.59,0.78,,228.83645,Msini,0.27,,,0.91,4.09,01h35m51.28s,23.9636676,+56d41m53.62s,56.6982282,52.5697
BD+60 1417 b,,1662,14.684,4767.4261,Mass,,1303,0.8,1,4.55,12h43m33.01s,190.8875453,+60d00m51.71s,60.0143636,44.9543
BD+63 1405 b,1230,2.115,,3305.41543,Mass,0.891,,,0.82,4.2,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473
BD+63 1405 b,1198.48,2.06,,1258.60049,Msini,0.88,,,0.82,4.2,18h05m35.50s,271.3979337,+63d40m12.02s,63.6700064,38.0473
BD-06 1339 b,3.8728,0.0428,,8.5,Msini,0,,,0.7,4.74,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695
BD-06 1339 c,125.94,0.435,,53,Msini,0.31,,,0.7,4.74,05h53m00.28s,88.2511811,-05d59m46.82s,-5.9963378,20.2695
BD-08 2823 b,5.6,0.056,,14.4,Msini,0.15,,,0.74,4.13,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342
BD-08 2823 b,5.6,0.06,,12.7132,Msini,0.15,,0.71,0.5,4.43,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342
BD-08 2823 c,237.6,0.68,,104,Msini,0.19,,,0.74,4.13,10h00m47.33s,150.1971964,-09d30m59.65s,-9.5165689,41.3342
BD-10 3166 b,3.48777,0.0452,,145.56,Msini,0.019,,,1.01,4.68,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069
BD-10 3166 b,3.48777,0.04,,187.5197,Msini,0.02,,0.91,1.47,4.69,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069
BD-10 3166 b,3.487,0.046,,152.55,Msini,0.05,,,1.1,4.4,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069
BD-10 3166 b,3.487905,0.045,,142.70495,Msini,0.022,,0.97,1,4.46,10h58m28.59s,164.6191243,-10d46m13.52s,-10.7704227,84.4069
BD-11 4672 b,1667,2.28,,168.44,Msini,0.05,,0.52,0.57,4.1,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665
BD-11 4672 b,1634,2.36,,206.5895,Msini,0.05,,0.64,0.65,4.64,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665
BD-11 4672 c,74.2,0.3,,15.37,Msini,0.4,,0.64,0.65,4.64,18h33m28.53s,278.3688659,-11d38m13.37s,-11.6370481,27.1665
BD-13 2130 b,714.29999,1.66,,3108.3774,Msini,0.21,,19.17,2.12,2.2,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.214
BD-13 2130 b,714.3,2.1,,3368.998,Msini,0.21,,,2.4,,07h37m09.23s,114.2884692,-13d54m24.01s,-13.9066703,925.214
BD-14 3065 b,4.2889696,,20.711,,,,1404,2.61,,3.76,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.423
BD-14 3065 b,4.2889731,0.0656,21.59,3932,Mass,0.066,2001,2.35,1.41,3.85,10h14m40.72s,153.6696689,-15d38m34.21s,-15.6428372,589.423
BD-17 63 b,655.6,1.34,,1620.9,Msini,0.54,,0.69,0.74,4.26,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603
BD-17 63 b,649,,,1366.66215,Mass,0.28,,,,,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603
BD-17 63 b,655.59998,1.34,,905.8155,Msini,0.54,,0.74,0.31,4.19,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603
BD-17 63 b,655.57,,,1639.99458,Mass,0.5439,,,0.74,,00h28m33.92s,7.1413494,-16d13m38.37s,-16.2273254,34.4603
BD-210397 b,1891,2.63,,214,Msini,0.1,,0.75,0.68,4.67,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324
BD-210397 c,6360,5.9,,759,Msini,0.1,,0.75,0.68,4.67,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324
BD-210397 c,6240,5.9,,1525.57635,Mass,0.43,,,0.69,,02h13m12.58s,33.3024198,-21d11m46.37s,-21.1962147,23.7324
Barnard b,3.1533,0.02294,,0.37,Msini,0.16,400,0.18,0.16,4.9,17h57m47.67s,269.4486144,+04d44m16.73s,4.7379808,1.82655
CD Cet b,2.2907,0.0185,,3.95,Msini,,464,0.17,0.16,4.93,03h13m24.72s,48.3530155,+04d46m30.68s,4.7751881,8.60715
CFBDSIR J145829+101343 b,10037.5,2.6,,3337.1,Mass,,370,,0.02,4.72,14h58m29.00s,224.6208333,+10d13m43.0s,10.2286111,
CFHTWIR-Oph 98 b,8040000,200,20.849,2479.06157,Mass,,1800,0.24,0.01,3.85,16h27m44.23s,246.934277,-23d58m52.14s,-23.98115,
CHXR 73 b,,210,,3994.486,Mass,,,,0.35,,11h06m28.66s,166.6193985,-77d37m33.14s,-77.6258725,190.374
CI Tau c,25.2,0.17,,1144.18227,Msini,0.58,,,,,04h33m52.02s,68.4667685,+22d50m29.83s,22.8416192,157.998
COCONUTS-2 b,,,12.442,2542.62726,Mass,,,0.39,0.37,4.83,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,10.8864
COCONUTS-2 b,402000000,7506,12.442,2002.31896,Mass,,434,0.39,0.37,4.83,07h49m12.22s,117.300914,-76d42m09.71s,-76.702696,10.8864
CT Cha b,,440,24.66,5403,Mass,,2600,,,,11h04m09.00s,166.0375038,-76d27m19.33s,-76.4553693,190.72
CoRoT-1 b,1.50897655,0.0259,15.917,340.0781,Mass,0.071,1834,,,4.25,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909
CoRoT-1 b,1.50896877,,,,,,,,,,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909
CoRoT-1 b,1.5089557,0.0261,16.589,359.1479,Mass,0,,1.14,1.03,,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909
CoRoT-1 b,1.5089557,,16.7,327.35,Mass,0,1898,1.11,0.95,4.25,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909
CoRoT-1 b,1.5089635,,20.594,,,,2036,1.29,,4.33,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909
CoRoT-1 b,1.5089682,0.02752,19.223,390.9309,Mass,0.036,,1.23,1.22,,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909
CoRoT-1 b,1.5089686,0.02536,17.385,327.3649,Mass,,1915,1.13,0.95,4.31,06h48m19.17s,102.0798591,-03d06m07.70s,-3.1021394,787.909
CoRoT-10 b,13.2406,0.106,10.548,883.5674,Mass,,647,0.74,0.9,4.65,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386
CoRoT-10 b,13.2406,0.1055,10.873,867.6759,Mass,0.524,,0.79,0.89,,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386
CoRoT-10 b,13.23412611,,7.385,,,,511,0.55,,4.88,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386
CoRoT-10 b,13.2406,0.1055,10.87,874,Mass,0.53,600,0.79,0.89,4.65,19h24m15.28s,291.0636813,+00d44m45.65s,0.7460143,338.386
CoRoT-11 b,2.994325,0.04407,16.029,832.7146,Mass,0.36,,1.37,1.27,,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037
CoRoT-11 b,2.99433,0.044,15.984,743.7222,Mass,,1735,1.37,1.26,4.26,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037
CoRoT-11 b,2.99433,0.0436,16.03,740.51,Mass,0,1657,1.37,1.27,4.22,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037
CoRoT-11 b,2.994325,0.04351,15.581,791.3967,Mass,0,1715,1.33,1.23,,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037
CoRoT-11 b,2.99328197,,21.746,,,,1682,1.59,,4.14,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037
CoRoT-11 b,,,,,,,,1.36,1.56,4.27,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037
CoRoT-11 b,2.99427803,,,,,,,1.37,1.27,4.22,18h42m44.95s,280.6872998,+05d56m15.57s,5.9376586,655.037
CoRoT-12 b,2.828042,0.04013,16.141,290.81445,Mass,0.05,,1.12,1.08,,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37
CoRoT-12 b,2.828042,0.0394,15.132,281.91521,Mass,,1410,1.05,1.02,4.41,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37
CoRoT-12 b,2.82805268,0.0392,15.065,277.46559,Mass,,1417,1.05,1,4.38,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37
CoRoT-12 b,2.82803915,,17.76,,,,1293,1.04,,4.37,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37
CoRoT-12 b,2.828041,,,,,,,1.12,1.08,4.38,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37
CoRoT-12 b,2.828042,0.04016,16.14,291.438,Mass,0.07,1442,1.12,1.08,4.38,06h43m03.76s,100.7656871,-01d17m47.20s,-1.2964437,1126.37
CoRoT-13 b,4.03519,0.05107,9.92,423.03173,Mass,0.067,,1.01,1.09,,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93
CoRoT-13 b,4.03519,0.051,9.92,415.704,Mass,0,1700,1.01,1.09,4.46,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93
CoRoT-13 b,4.03519,0.051,14.034,416.99296,Mass,,1432,1.27,1.09,4.26,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93
CoRoT-13 b,4.03504444,,12.533,,,,1233,1.14,,4.47,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93
CoRoT-13 b,4.03515,,,,,,,1.01,1.09,4.46,06h50m53.07s,102.7211432,-05d05m11.24s,-5.0864557,1148.93
CoRoT-14 b,1.51214,0.027,12.22,2415.4,Mass,0,1952,1.21,1.13,4.35,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6
CoRoT-14 b,1.51214,0.02691,12.218,2358.2986,Mass,0.036,,1.21,1.13,,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6
CoRoT-14 b,1.51214,0.02687,11.411,2437.7561,Mass,,1936,1.19,1.12,4.34,06h53m41.81s,103.4242023,-05d32m09.74s,-5.5360385,1744.6
CoRoT-16 b,5.35227,0.0618,13.11,170.032,Mass,0.33,,1.19,1.1,4.36,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.409
CoRoT-16 b,5.35227,0.0618,13.115,168.13207,Mass,0.37,,1.19,1.1,,18h34m05.92s,278.5246658,-06d00m09.37s,-6.0026026,732.409
CoRoT-17 b,3.7681,0.0481,11.287,781.8618,Mass,,1610,1.62,1.04,4.04,18h34m47.82s,278.699236,-06d36m44.24s,-6.612288,1176.12
CoRoT-17 b,3.7681,0.0461,11.43,772.29,Mass,0,1626,1.59,1.04,4.4,18h34m47.82s,278.699236,-06d36m44.24s,-6.612288,1176.12
CoRoT-17 b,3.7681,0.0481,11.433,765.9703,Mass,0.081,,1.59,1.04,,18h34m47.82s,278.699236,-06d36m44.24s,-6.612288,1176.12
CoRoT-18 b,1.9000693,0.0286,14.022,1039.3041,Mass,,1490,0.92,0.86,4.44,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.889
CoRoT-18 b,1.9000693,0.0295,14.684,1099.6918,Mass,0.025,,1,0.95,,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.889
CoRoT-18 b,1.9000769,,,,,,,1,0.95,4.4,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.889
CoRoT-18 b,1.9000693,0.0295,14.68,1102.82,Mass,0.08,1550,1,0.95,4.4,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.889
CoRoT-18 b,1.90008625,,15.05,,,,1366,0.93,,4.42,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.889
CoRoT-18 b,1.90009,0.0288,12.846,1048.839,Mass,,1487,0.88,0.88,4.49,06h32m41.38s,98.1724172,-00d01m53.78s,-0.0316045,764.889
CoRoT-19 b,3.8971379,,,,,,,1.65,1.21,4.07,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663
CoRoT-19 b,3.89713,0.0512,13.339,346.4347,Mass,,1630,1.58,1.18,4.12,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663
CoRoT-19 b,3.89712026,,13.493,,,,1470,1.64,,4.09,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663
CoRoT-19 b,3.897131,,,,,,,1.65,1.21,4.07,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663
CoRoT-19 b,3.89713,0.0518,14.46,352.78,Mass,0.047,2000,1.65,1.21,4.07,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663
CoRoT-19 b,3.89713,0.05166,14.46,367.09365,Mass,0.056,,1.65,1.21,,06h28m08.06s,97.0335983,-00d10m14.63s,-0.1707293,790.663
CoRoT-2 b,1.74301433,,16.923,,,,1410,0.94,,4.48,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.7429935,0.02835,16.365,1134.6531,Mass,,1521,0.9,1,4.53,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.74299673,0.0281,16.432,1048.839,Mass,0.024,,0.9,0.97,,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.7429975,,15.85,1052.0173,Mass,0,1535,0.9,0.97,4.3,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.7429964,0.0281,16.421,1051.973,Mass,0,,,,,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.74299705,,,,,,,,,4.42,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.74299906,,,,,,,,,,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.74299609,,16.533,,,,,,,,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.74299673,,,,,,,0.94,0.97,4.48,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.7429935,0.02854,16.477,1150.5446,Mass,,1548,0.91,1.02,4.53,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.7429935,0.02798,16.432,1102.82,Mass,0.0143,,0.91,0.96,,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-2 b,1.742997,,,,,,,,,4.42,19h27m06.49s,291.7770457,+01d23m01.19s,1.3836634,213.283
CoRoT-20 b,9.24285,0.0902,9.42,1347.54,Mass,0.562,1002,1.02,1.14,4.2,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061
CoRoT-20 b,9.24285,0.0901,9.416,1344.4209,Mass,0.575,,1.02,1.14,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061
CoRoT-20 b,9.24323029,,15.397,,,,935,1.3,,4.48,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061
CoRoT-20 b,9.24318,0.0891,11.209,1315.8162,Mass,,1024,1.16,1.1,4.35,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061
CoRoT-20 b,9.24285,0.0892,13.002,1608.2198,Mass,,1100,1.34,1.11,4.23,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061
CoRoT-20 b,9.24285,0.09,,1366.669,Mass,0.59,,,1.14,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061
CoRoT-20 c,1675,2.9,,5403.11,Msini,0.6,,,1.14,,06h30m52.90s,97.7204249,+00d13m36.82s,0.2268931,844.061
CoRoT-21 b,2.72474,0.0417,14.572,718.2958,Mass,0,,1.95,1.29,3.7,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,
CoRoT-21 b,2.72474,0.0416,14.572,705.5826,Mass,0.39,,1.95,1.29,,06h44m12.63s,101.0526207,-00d17m56.96s,-0.2991544,
CoRoT-22 b,9.75598,0.092,4.88,12.2,Mass,0.077,885,1.14,1.1,4.36,18h42m40.11s,280.6671392,+06d13m09.00s,6.2191669,627.158
CoRoT-23 b,3.6313,0.0484,11.769,982.0947,Mass,0.16,,1.61,1.14,,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97
CoRoT-23 b,3.6313,0.04809,13.227,972.5598,Mass,,1710,1.74,1.12,4.01,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97
CoRoT-23 b,3.6313,0.048,11.77,889.9,Mass,0.16,1660,1.61,1.14,4.3,18h39m07.84s,279.7826586,+04d21m27.91s,4.3577516,1060.97
CoRoT-24 b,5.1134,0.056,3.7,5.7,Mass,0,1070,0.86,0.91,4.55,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555
CoRoT-24 c,11.759,0.098,5,28,Mass,0,850,0.86,0.91,4.55,06h47m41.41s,101.922543,-03d43m09.44s,-3.7192892,591.555
CoRoT-25 b,4.86069,0.05789,12.106,93.12419,Mass,0.22,,1.19,1.09,,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48
CoRoT-25 b,4.86069,0.0578,12.11,85.81,Mass,0,1330,1.19,1.09,4.31,18h42m31.12s,280.6296561,+06d30m49.76s,6.5138223,1103.48
CoRoT-26 b,4.20474,0.0526,14.12,165.26,Mass,0,1600,1.79,1.09,3.99,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18
CoRoT-26 b,4.20474,0.0525,14.123,184.3414,Mass,0.41,,1.79,1.09,,18h39m00.12s,279.7504991,+06d58m11.22s,6.9697828,1045.18
CoRoT-27 b,3.57532,0.0467,11.287,3273.649,Mass,0.034,,1.08,1.05,,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28
CoRoT-27 b,3.57532,0.0476,11.287,3302.11,Mass,0.065,1500,1.08,1.05,4.4,18h33m59.00s,278.4958319,+05d32m18.17s,5.5383811,1010.28
CoRoT-28 b,5.20851,0.059,10.705,152.87623,Mass,0.071,,1.78,1.01,,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183
CoRoT-28 b,5.20851,0.0603,10.705,153.82972,Mass,0.047,,1.78,1.01,3.6,18h34m45.20s,278.6883216,+05d34m25.29s,5.5736911,766.183
CoRoT-29 b,2.8505615,,,,,,,1.08,0.9,4.33,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507
CoRoT-29 b,2.85057,0.0386,10.088,270.1555,Mass,0.082,,0.9,0.97,4.3,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507
CoRoT-29 b,2.85057,0.039,10.088,266.9772,Mass,0.12,,0.9,0.97,,18h35m36.50s,278.9020691,+06d28m46.45s,6.4795703,806.507
CoRoT-3 b,4.2567994,0.0574,11.321,6814.2752,Mass,0.016,,1.56,1.37,,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771
CoRoT-3 b,4.2568,,11.32,6883.91,Mass,0,,1.56,1.37,4.22,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771
CoRoT-3 b,4.2567994,0.05783,11.624,6979.5468,Mass,,1695,1.57,1.4,4.19,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771
CoRoT-3 b,,,,,,,,1.44,1.41,4.25,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771
CoRoT-3 b,4.2567994,0.05694,11.135,6747.5309,Mass,0.008,,1.54,1.36,,19h28m13.27s,292.0552827,+00d07m18.61s,0.1218359,768.771
CoRoT-30 b,9.06005,0.0844,11.31,921.707,Mass,0.007,,0.91,0.98,4.4,18h30m24.28s,277.6011767,+06d50m09.36s,6.8359338,1032.23
CoRoT-31 b,4.62941,0.0586,16.365,266.9772,Mass,0.02,,2.15,1.25,3.85,06h19m16.98s,94.820735,-04d25m20.27s,-4.4222978,2005.76
CoRoT-35 b,3.22748,0.0429,18.831,349.61125,Mass,0,1747,1.65,1.01,4.01,19h17m15.44s,289.3143526,-02d46m28.95s,-2.7747085,1123.21
CoRoT-36 b,5.616531,0.066,15.805,216.12332,Mass,0,1567,1.52,1.32,4.16,18h31m00.24s,277.7510149,+07d11m00.05s,7.1833465,925.958
CoRoT-4 b,9.20205,0.09,13.34,228.83,Mass,0,1074,1.17,1.16,4.41,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412
CoRoT-4 b,9.20164964,,13.437,,,,964,1.12,,4.37,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412
CoRoT-4 b,9.20205,0.09025,13.339,223.43449,Mass,0.14,,1.17,1.16,,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412
CoRoT-4 b,9.20205,0.0912,13.002,232.33373,Mass,,1058,1.15,1.19,4.4,06h48m46.71s,102.1946233,-00d40m22.03s,-0.6727861,726.412
CoRoT-5 b,4.0378962,0.05004,13.249,149.3801,Mass,,1348,1.05,1.02,4.41,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472
CoRoT-5 b,4.0378962,0.04947,15.558,148.42,Mass,0.09,1438,1.19,1,4.19,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472
CoRoT-5 b,4.0378962,0.04963,15.558,151.92274,Mass,0.087,,1.19,1,,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472
CoRoT-5 b,4.0379156,,,,,,,,,,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472
CoRoT-5 b,4.0379156,0.0495,14.079,145.88397,Mass,,1397,1.11,0.99,4.34,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472
CoRoT-5 b,4.03790124,,18.383,,,,1351,1.27,,4.29,06h45m06.54s,101.2772396,+00d48m54.78s,0.8152163,882.472
CoRoT-6 b,8.8866287,,,,,,,,,,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294
CoRoT-6 b,8.886593,0.0854,13.07,937.5985,Mass,0.18,,1.02,1.05,,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294
CoRoT-6 b,8.886593,0.0855,13.283,940.7768,Mass,,1025,1.04,1.05,4.42,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294
CoRoT-6 b,8.886593,0.0855,13.068,940.74,Mass,0.1,1017,1.02,1.05,4.43,18h44m17.41s,281.0725563,+06d39m47.54s,6.6632062,645.294
CoRoT-7 b,0.853585,0.0169,1.861,6.99226,Mass,,1910,0.96,0.88,4.42,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 b,0.85359163,,1.681,4.07661,Mass,0,,0.83,0.82,4.5,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 b,0.85359165,0.017,,4.73,Mass,0.12,,0.86,0.9,4.52,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 b,0.853585,0.017,,4.8,Mass,0,,0.86,0.9,4.52,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 b,0.85359159,0.017016,1.585,5.74,Mass,0,1756,0.82,0.91,4.57,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 b,0.853585,0.0172,1.68,21,Mass,,,0.87,0.93,4.5,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 b,0.8535,,1.528,6.056,Mass,,,,0.92,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 b,0.854,,1.58,4.6,Mass,,,0.84,0.88,4.54,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 c,3.698,0.046,,8.4,Mass,0,,0.86,0.9,4.52,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 c,3.697,,,13.289,Mass,,,,0.92,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 c,3.7,0.045,,13.56,Mass,0.12,,0.86,0.9,4.52,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-7 d,8.966,,,17.142,Mass,,,,0.92,,06h43m49.48s,100.9561682,-01d03m46.83s,-1.0630076,159.906
CoRoT-8 b,6.21229,0.063,6.39,69.92,Mass,0,,0.77,0.88,4.58,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037
CoRoT-8 b,6.21229,0.0633,7.981,68.65128,Mass,,922,0.9,0.88,4.47,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037
CoRoT-8 b,6.212381,0.06339,6.389,69.28694,Mass,0.19,,0.77,0.88,,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037
CoRoT-8 b,6.212445,0.0636,6.938,69.28694,Mass,,870,0.8,0.89,4.58,19h26m21.26s,291.5885696,+01d25m34.67s,1.4262972,322.037
CoRoT-9 b,95.2738,0.4027,11.624,262.52758,Mass,,413,0.94,0.96,4.48,18h43m08.80s,280.7866461,+06d12m14.68s,6.2040783,412.98
